lsgi_code,lsgi_name,district,lsgi_type,number_of_wards,LDF,UDF,NDA,OTH,majority_number,largest_front,majority_front
G08051,Edavilangu,Thrissur,Grama Panchayat,16,10,0,6,0,9,LDF,LDF
G08052,Eriyad,Thrissur,Grama Panchayat,24,17,5,0,2,13,LDF,LDF
G08053,Anthikkad,Thrissur,Grama Panchayat,16,8,6,1,1,9,LDF,No Majority
G08054,Thanniam,Thrissur,Grama Panchayat,19,17,1,1,0,10,LDF,LDF
G08055,Chazhur,Thrissur,Grama Panchayat,19,12,6,1,0,10,LDF,LDF
G08056,Manalur,Thrissur,Grama Panchayat,21,14,6,1,0,11,LDF,LDF
G08057,Arimbur,Thrissur,Grama Panchayat,20,8,10,0,2,11,UDF,No Majority
G08058,Avinissery,Thrissur,Grama Panchayat,16,2,7,7,0,9,TIE,TIE
G08059,Cherpu,Thrissur,Grama Panchayat,22,6,11,4,1,12,UDF,No Majority
G08060,Paralam,Thrissur,Grama Panchayat,17,5,6,6,0,9,TIE,TIE
G08061,Vallachira,Thrissur,Grama Panchayat,16,6,4,6,0,9,TIE,TIE
G08062,Alagappanagar,Thrissur,Grama Panchayat,19,7,12,0,0,10,UDF,UDF
G08063,Kodakara,Thrissur,Grama Panchayat,20,7,7,5,1,11,TIE,TIE
G08064,Mattathur,Thrissur,Grama Panchayat,24,10,8,4,2,13,LDF,No Majority
G08065,Nenmanikkara,Thrissur,Grama Panchayat,16,13,2,0,1,9,LDF,LDF
G08066,Pudukkad,Thrissur,Grama Panchayat,17,4,8,4,1,9,UDF,No Majority
G08067,Thrikkur,Thrissur,Grama Panchayat,19,6,12,1,0,10,UDF,UDF
G08068,Varantharappilly,Thrissur,Grama Panchayat,24,7,10,5,2,13,UDF,No Majority
G08069,Karalam,Thrissur,Grama Panchayat,16,8,2,6,0,9,LDF,No Majority
G08070,Kattoor,Thrissur,Grama Panchayat,15,10,5,0,0,8,LDF,LDF
G08071,Muriyad,Thrissur,Grama Panchayat,18,11,5,1,1,10,LDF,LDF
G08072,Parappookkara,Thrissur,Grama Panchayat,19,9,5,2,3,10,LDF,No Majority
G08073,Padiyoor,Thrissur,Grama Panchayat,15,7,3,5,0,8,LDF,No Majority
G08074,Poomangalam,Thrissur,Grama Panchayat,14,8,4,1,1,8,LDF,LDF
G08075,Puthenchira,Thrissur,Grama Panchayat,16,10,5,1,0,9,LDF,LDF
G08076,Vellangalur,Thrissur,Grama Panchayat,23,10,11,2,0,12,UDF,No Majority
G08077,Velookkara,Thrissur,Grama Panchayat,19,12,6,1,0,10,LDF,LDF
G08078,Aloor,Thrissur,Grama Panchayat,24,6,17,1,0,13,UDF,UDF
G08079,Annamanada,Thrissur,Grama Panchayat,20,5,14,0,1,11,UDF,UDF
G08080,Kuzhur,Thrissur,Grama Panchayat,15,2,11,2,0,8,UDF,UDF
G08081,Mala,Thrissur,Grama Panchayat,21,8,8,4,1,11,TIE,TIE
G08082,Poyya,Thrissur,Grama Panchayat,16,6,9,0,1,9,UDF,UDF
G08083,Kadukutty,Thrissur,Grama Panchayat,18,2,16,0,0,10,UDF,UDF
G08084,Kodassery,Thrissur,Grama Panchayat,21,8,11,1,1,11,UDF,UDF
G08085,Koratty,Thrissur,Grama Panchayat,21,3,13,0,5,11,UDF,UDF
G08086,Meloor,Thrissur,Grama Panchayat,19,10,6,2,1,10,LDF,LDF
G08087,Pariyaram,Thrissur,Grama Panchayat,17,9,8,0,0,9,LDF,LDF
G08088,Athirappilly,Thrissur,Grama Panchayat,14,8,4,2,0,8,LDF,LDF
G09001,Anakkara,Palakkad,Grama Panchayat,17,7,8,1,1,9,UDF,No Majority
G09002,Chalissery,Palakkad,Grama Panchayat,17,8,9,0,0,9,UDF,UDF
G09003,Kappoor,Palakkad,Grama Panchayat,20,6,12,0,2,11,UDF,UDF
G09004,Nagalassery,Palakkad,Grama Panchayat,19,16,3,0,0,10,LDF,LDF
G09005,Pattithara,Palakkad,Grama Panchayat,21,8,13,0,0,11,UDF,UDF
G09006,Thirumittakode,Palakkad,Grama Panchayat,20,11,9,0,0,11,LDF,LDF
G09007,Thrithala,Palakkad,Grama Panchayat,19,6,13,0,0,10,UDF,UDF
G09008,Koppam,Palakkad,Grama Panchayat,20,9,6,0,5,11,LDF,No Majority
G09009,Kulukkallur,Palakkad,Grama Panchayat,19,5,9,0,5,10,UDF,No Majority
G09010,Muthuthala,Palakkad,Grama Panchayat,17,7,9,0,1,9,UDF,UDF
G09011,Ongallur,Palakkad,Grama Panchayat,24,10,8,0,6,13,LDF,No Majority
G09013,Thiruvegappura,Palakkad,Grama Panchayat,21,5,15,0,1,11,UDF,UDF
G09014,Vilayur,Palakkad,Grama Panchayat,17,3,7,0,7,9,TIE,TIE
G09015,Paruthur,Palakkad,Grama Panchayat,18,10,8,0,0,10,LDF,LDF
G09016,Ambalapara,Palakkad,Grama Panchayat,23,17,1,3,2,12,LDF,LDF
G09017,Ananganadi,Palakkad,Grama Panchayat,17,9,7,1,0,9,LDF,LDF
G09018,Chalavara,Palakkad,Grama Panchayat,17,8,8,1,0,9,TIE,TIE
G09019,Lekkidi-Perur,Palakkad,Grama Panchayat,21,13,2,3,3,11,LDF,LDF
G09020,Vaniyamkulam,Palakkad,Grama Panchayat,20,14,0,6,0,11,LDF,LDF
G09021,Thrikkadeiri,Palakkad,Grama Panchayat,16,8,3,2,3,9,LDF,No Majority
G09022,Vallapuzha,Palakkad,Grama Panchayat,19,6,11,0,2,10,UDF,UDF
G09023,Nellaya,Palakkad,Grama Panchayat,22,8,10,0,4,12,UDF,No Majority
G09025,Kadampazhipuram,Palakkad,Grama Panchayat,20,15,4,1,0,11,LDF,LDF
G09026,Karimpuzha,Palakkad,Grama Panchayat,20,4,12,2,2,11,UDF,UDF
G09027,Sreekrishnapuram,Palakkad,Grama Panchayat,16,12,3,1,0,9,LDF,LDF
G09028,Vellinezhi,Palakkad,Grama Panchayat,14,12,2,0,0,8,LDF,LDF
G09029,Karakurissi,Palakkad,Grama Panchayat,19,6,9,1,3,10,UDF,No Majority
G09030,Thachanattukara,Palakkad,Grama Panchayat,18,3,13,0,2,10,UDF,UDF
G09031,Pookkottukavu,Palakkad,Grama Panchayat,14,12,2,0,0,8,LDF,LDF
G09032,Alanallur,Palakkad,Grama Panchayat,24,4,18,0,2,13,UDF,UDF
G09033,Karimba,Palakkad,Grama Panchayat,18,7,8,2,1,10,UDF,No Majority
G09034,Kottoppadam,Palakkad,Grama Panchayat,24,3,18,0,3,13,UDF,UDF
G09035,Kumaramputhur,Palakkad,Grama Panchayat,21,10,8,0,3,11,LDF,No Majority
G09036,Kanjirapuzha,Palakkad,Grama Panchayat,21,6,7,2,6,11,UDF,No Majority
G09038,Thachampara,Palakkad,Grama Panchayat,15,2,9,0,4,8,UDF,UDF
G09039,Thenkara,Palakkad,Grama Panchayat,18,7,7,3,1,10,TIE,TIE
G09040,Agali,Palakkad,Grama Panchayat,21,9,10,2,0,11,UDF,No Majority
G09041,Pudur,Palakkad,Grama Panchayat,14,0,6,8,0,8,NDA,NDA
G09042,Sholayur,Palakkad,Grama Panchayat,14,3,11,0,0,8,UDF,UDF
G09043,Pirayiri,Palakkad,Grama Panchayat,24,8,11,4,1,13,UDF,No Majority
G09044,Mundur,Palakkad,Grama Panchayat,20,16,2,2,0,11,LDF,LDF
G09045,Kongad,Palakkad,Grama Panchayat,20,16,4,0,0,11,LDF,LDF
G09046,Keralasseri,Palakkad,Grama Panchayat,14,12,0,2,0,8,LDF,LDF
G09047,Mannur,Palakkad,Grama Panchayat,15,7,3,2,3,8,LDF,No Majority
G09048,Mankara,Palakkad,Grama Panchayat,15,11,2,2,0,8,LDF,LDF
G09049,Parli,Palakkad,Grama Panchayat,21,8,5,8,0,11,TIE,TIE
G09050,Kottayi,Palakkad,Grama Panchayat,16,6,6,4,0,9,TIE,TIE
G09051,Kuthanur,Palakkad,Grama Panchayat,17,7,9,1,0,9,UDF,UDF
G09052,Kuzhalmannam,Palakkad,Grama Panchayat,18,11,7,0,0,10,LDF,LDF
G09053,Mathur,Palakkad,Grama Panchayat,18,8,8,2,0,10,TIE,TIE
G09054,Peringottukurissi,Palakkad,Grama Panchayat,18,5,7,2,4,10,UDF,No Majority
G09055,Thenkurissi,Palakkad,Grama Panchayat,18,13,1,4,0,10,LDF,LDF
G09056,Kannadi,Palakkad,Grama Panchayat,17,12,5,0,0,9,LDF,LDF
G09057,Eruthempathy,Palakkad,Grama Panchayat,15,5,5,3,2,8,TIE,TIE
G09058,Kozhinjampara,Palakkad,Grama Panchayat,19,4,13,2,0,10,UDF,UDF
G09059,Nalleppilly,Palakkad,Grama Panchayat,21,16,2,3,0,11,LDF,LDF
G09060,Perumatty,Palakkad,Grama Panchayat,20,17,3,0,0,11,LDF,LDF
G09061,Vadakarapathy,Palakkad,Grama Panchayat,18,4,10,0,4,10,UDF,UDF
G09062,Elappully,Palakkad,Grama Panchayat,23,14,4,5,0,12,LDF,LDF
G09063,Polpully,Palakkad,Grama Panchayat,14,9,5,0,0,8,LDF,LDF
G09064,Kollengode,Palakkad,Grama Panchayat,19,12,3,4,0,10,LDF,LDF
G09065,Koduvayur,Palakkad,Grama Panchayat,19,9,4,5,1,10,LDF,No Majority
G09066,Muthalamada,Palakkad,Grama Panchayat,22,14,2,5,1,12,LDF,LDF
G09067,Pudunagaram,Palakkad,Grama Panchayat,15,4,9,2,0,8,UDF,UDF
G09068,Vadavannur,Palakkad,Grama Panchayat,14,5,7,2,0,8,UDF,No Majority
G09069,Peruvemba,Palakkad,Grama Panchayat,15,9,5,0,1,8,LDF,LDF
G09070,Pattanchery,Palakkad,Grama Panchayat,18,8,9,1,0,10,UDF,No Majority
G09071,Ayiloor,Palakkad,Grama Panchayat,19,8,8,2,1,10,TIE,TIE
G09072,Nelliyampathy,Palakkad,Grama Panchayat,14,9,2,1,2,8,LDF,LDF
G09073,Elavanchery,Palakkad,Grama Panchayat,15,11,3,1,0,8,LDF,LDF
G09074,Pallassana,Palakkad,Grama Panchayat,17,11,4,2,0,9,LDF,LDF
G09075,Melarcode,Palakkad,Grama Panchayat,18,9,7,1,1,10,LDF,No Majority
G09076,Nemmara,Palakkad,Grama Panchayat,22,5,13,3,1,12,UDF,UDF
G09077,Vandazhi,Palakkad,Grama Panchayat,20,11,6,2,1,11,LDF,LDF
G09078,Akathethara,Palakkad,Grama Panchayat,19,8,1,10,0,10,NDA,NDA
G09079,Malampuzha,Palakkad,Grama Panchayat,14,6,3,5,0,8,LDF,No Majority
G09080,Marutha Road,Palakkad,Grama Panchayat,21,8,12,1,0,11,UDF,UDF
G09081,Puduppariyaram,Palakkad,Grama Panchayat,23,14,7,2,0,12,LDF,LDF
G09082,Pudusserri,Palakkad,Grama Panchayat,24,17,6,1,0,13,LDF,LDF
G09083,Kodumba,Palakkad,Grama Panchayat,17,10,4,3,0,9,LDF,LDF
G09084,Alathur,Palakkad,Grama Panchayat,18,12,5,0,1,10,LDF,LDF
G09085,Erimayoor,Palakkad,Grama Panchayat,20,15,5,0,0,11,LDF,LDF
G09086,Kavassery,Palakkad,Grama Panchayat,19,12,6,1,0,10,LDF,LDF
G09087,Kizhakkanchery,Palakkad,Grama Panchayat,24,17,7,0,0,13,LDF,LDF
G09088,Puthukode,Palakkad,Grama Panchayat,16,5,10,1,0,9,UDF,UDF
G09089,Tarur,Palakkad,Grama Panchayat,18,8,7,3,0,10,LDF,No Majority
G09090,Vadakkenchery,Palakkad,Grama Panchayat,22,9,9,3,1,12,TIE,TIE
G09091,Kannambra,Palakkad,Grama Panchayat,18,18,0,0,0,10,LDF,LDF
G10001,Vazhikkadavu,Malappuram,Grama Panchayat,24,5,15,0,4,13,UDF,UDF
G10002,Pothukal,Malappuram,Grama Panchayat,19,2,11,0,6,10,UDF,UDF
G10003,Edakkara,Malappuram,Grama Panchayat,19,4,12,0,3,10,UDF,UDF
G10004,Moothedam,Malappuram,Grama Panchayat,18,1,16,0,1,10,UDF,UDF
G10005,Chungathara,Malappuram,Grama Panchayat,22,4,15,1,2,12,UDF,UDF
G10006,Chaliyar,Malappuram,Grama Panchayat,16,4,11,0,1,9,UDF,UDF
G10008,Cherukavu,Malappuram,Grama Panchayat,22,6,14,1,1,12,UDF,UDF
G10009,Pallikkal,Malappuram,Grama Panchayat,24,1,22,0,1,13,UDF,UDF
G10010,Vazhayur,Malappuram,Grama Panchayat,20,10,6,0,4,11,LDF,No Majority
G10011,Vazhakkad,Malappuram,Grama Panchayat,22,1,16,0,5,12,UDF,UDF
G10012,Pulikkal,Malappuram,Grama Panchayat,24,1,21,0,2,13,UDF,UDF
G10014,Muthuvallur,Malappuram,Grama Panchayat,18,2,12,0,4,10,UDF,UDF
G10015,Chelembra,Malappuram,Grama Panchayat,21,2,17,2,0,11,UDF,UDF
G10016,Wandoor,Malappuram,Grama Panchayat,24,8,11,0,5,13,UDF,No Majority
G10017,Thiruvali,Malappuram,Grama Panchayat,19,6,8,0,5,10,UDF,No Majority
G10018,Mampad,Malappuram,Grama Panchayat,22,4,14,0,4,12,UDF,UDF
G10019,Porur,Malappuram,Grama Panchayat,19,5,12,0,2,10,UDF,UDF
G10020,Pandikkad,Malappuram,Grama Panchayat,24,6,17,0,1,13,UDF,UDF
G10021,Thrikkalangode,Malappuram,Grama Panchayat,24,4,16,0,4,13,UDF,UDF
G10022,Kalikavu,Malappuram,Grama Panchayat,22,3,19,0,0,12,UDF,UDF
G10023,Chokkad,Malappuram,Grama Panchayat,20,4,13,0,3,11,UDF,UDF
G10024,Karuvarakundu,Malappuram,Grama Panchayat,24,2,19,0,3,13,UDF,UDF
G10025,Thuvvur,Malappuram,Grama Panchayat,19,4,12,0,3,10,UDF,UDF
G10026,Amarambalam,Malappuram,Grama Panchayat,22,4,16,0,2,12,UDF,UDF
G10027,Karulai,Malappuram,Grama Panchayat,17,5,9,0,3,9,UDF,UDF
G10028,Edapatta,Malappuram,Grama Panchayat,17,3,13,0,1,9,UDF,UDF
G10029,Areacode,Malappuram,Grama Panchayat,20,4,13,0,3,11,UDF,UDF
G10030,Urangattiri,Malappuram,Grama Panchayat,24,5,15,0,4,13,UDF,UDF
G10031,Kavannur,Malappuram,Grama Panchayat,23,5,17,0,1,12,UDF,UDF
G10032,Keezhuparamba,Malappuram,Grama Panchayat,16,3,9,0,4,9,UDF,UDF
G10033,Kuzhimanna,Malappuram,Grama Panchayat,21,0,20,0,1,11,UDF,UDF
G10034,Cheacode,Malappuram,Grama Panchayat,21,1,14,0,6,11,UDF,UDF
G10035,Pulpetta,Malappuram,Grama Panchayat,24,4,17,0,3,13,UDF,UDF
G10036,Edavanna,Malappuram,Grama Panchayat,24,3,16,0,5,13,UDF,UDF
G10037,Anakayam,Malappuram,Grama Panchayat,24,2,19,0,3,13,UDF,UDF
G10038,Morayur,Malappuram,Grama Panchayat,21,0,20,0,1,11,UDF,UDF
G10039,Ponmala,Malappuram,Grama Panchayat,21,2,15,0,4,11,UDF,UDF
G10040,Pookkottur,Malappuram,Grama Panchayat,23,1,21,0,1,12,UDF,UDF
G10041,Othukkungal,Malappuram,Grama Panchayat,23,1,15,0,7,12,UDF,UDF
G10042,Kodur,Malappuram,Grama Panchayat,23,1,18,0,4,12,UDF,UDF
G10043,Aliparamba,Malappuram,Grama Panchayat,24,4,15,0,5,13,UDF,UDF
G10044,Elamkulam,Malappuram,Grama Panchayat,18,8,7,0,3,10,LDF,No Majority
G10045,Melattur,Malappuram,Grama Panchayat,18,6,11,0,1,10,UDF,UDF
G10046,Keezhattur,Malappuram,Grama Panchayat,22,2,17,0,3,12,UDF,UDF
G10047,Thazhekkode,Malappuram,Grama Panchayat,24,7,16,0,1,13,UDF,UDF
G10048,Vettathur,Malappuram,Grama Panchayat,19,4,12,0,3,10,UDF,UDF
G10049,Pulamanthole,Malappuram,Grama Panchayat,23,8,8,0,7,12,TIE,TIE
G10050,Angadippuram,Malappuram,Grama Panchayat,24,5,13,1,5,13,UDF,UDF
G10051,Kuruva,Malappuram,Grama Panchayat,24,3,17,0,4,13,UDF,UDF
G10052,Koottilangadi,Malappuram,Grama Panchayat,22,2,16,0,4,12,UDF,UDF
G10053,Puzhakkatiri,Malappuram,Grama Panchayat,19,1,16,0,2,10,UDF,UDF
G10054,Moorkanad,Malappuram,Grama Panchayat,22,7,11,1,3,12,UDF,No Majority
G10055,Makkaraparamba,Malappuram,Grama Panchayat,15,0,9,0,6,8,UDF,UDF
G10056,Mankada,Malappuram,Grama Panchayat,21,4,15,0,2,11,UDF,UDF
G10057,Athavanad,Malappuram,Grama Panchayat,24,2,19,0,3,13,UDF,UDF
G10058,Edayur,Malappuram,Grama Panchayat,22,4,16,0,2,12,UDF,UDF
G10059,Irumbiliyum,Malappuram,Grama Panchayat,20,2,15,0,3,11,UDF,UDF
G10060,Marakkara,Malappuram,Grama Panchayat,24,3,16,0,5,13,UDF,UDF
G10061,Kuttippuram,Malappuram,Grama Panchayat,24,1,18,0,5,13,UDF,UDF
G10063,Kalpakancheri,Malappuram,Grama Panchayat,21,1,16,0,4,11,UDF,UDF
G10065,Ponmundam,Malappuram,Grama Panchayat,18,0,4,0,14,10,OTH,OTH
G10066,Cheriyamundam,Malappuram,Grama Panchayat,20,1,17,0,2,11,UDF,UDF
G10067,Ozhoor,Malappuram,Grama Panchayat,21,8,10,1,2,11,UDF,No Majority
G10068,Niramaruthoor,Malappuram,Grama Panchayat,19,11,8,0,0,10,LDF,LDF
G10069,Thanalur,Malappuram,Grama Panchayat,24,7,14,0,3,13,UDF,UDF
G10070,Valavannur,Malappuram,Grama Panchayat,21,4,15,0,2,11,UDF,UDF
G10071,Perumanna Clari,Malappuram,Grama Panchayat,18,0,12,0,6,10,UDF,UDF
G10072,Abdurehman Nagar,Malappuram,Grama Panchayat,24,0,22,0,2,13,UDF,UDF
G10073,Parappur,Malappuram,Grama Panchayat,22,0,17,0,5,12,UDF,UDF
G10074,Thennela,Malappuram,Grama Panchayat,19,1,14,0,4,10,UDF,UDF
G10075,Vengara,Malappuram,Grama Panchayat,24,0,20,0,4,13,UDF,UDF
G10076,Kannamangalam,Malappuram,Grama Panchayat,24,0,20,0,4,13,UDF,UDF
G10077,Oorakam,Malappuram,Grama Panchayat,19,0,16,0,3,10,UDF,UDF
G10078,Edarikkode,Malappuram,Grama Panchayat,18,3,14,0,1,10,UDF,UDF
G10080,Nannambra,Malappuram,Grama Panchayat,24,0,17,0,7,13,UDF,UDF
G10081,Moonniyur,Malappuram,Grama Panchayat,24,3,20,0,1,13,UDF,UDF
G10082,Thenhippalam,Malappuram,Grama Panchayat,20,2,18,0,0,11,UDF,UDF
G10084,Vallikkunnu,Malappuram,Grama Panchayat,24,7,12,1,4,13,UDF,No Majority
G10085,Peruvallur,Malappuram,Grama Panchayat,21,0,20,1,0,11,UDF,UDF
G10086,Purathur,Malappuram,Grama Panchayat,20,9,10,0,1,11,UDF,No Majority
G10087,Mangalam,Malappuram,Grama Panchayat,21,3,16,0,2,11,UDF,UDF
G10088,Thriprangode,Malappuram,Grama Panchayat,24,10,14,0,0,13,UDF,UDF
G10089,Vettom,Malappuram,Grama Panchayat,22,4,15,0,3,12,UDF,UDF
G10090,Thalakkad,Malappuram,Grama Panchayat,22,7,11,1,3,12,UDF,No Majority
G10091,Thirunavaya,Malappuram,Grama Panchayat,24,5,16,0,3,13,UDF,UDF
G10092,Thavanur,Malappuram,Grama Panchayat,21,8,11,0,2,11,UDF,UDF
G10093,Vattamkulam,Malappuram,Grama Panchayat,22,6,13,0,3,12,UDF,UDF
G10094,Edappal,Malappuram,Grama Panchayat,21,7,7,5,2,11,TIE,TIE
G10095,Kalady,Malappuram,Grama Panchayat,18,4,13,0,1,10,UDF,UDF
G10096,Alamkode,Malappuram,Grama Panchayat,21,5,14,0,2,11,UDF,UDF
G10097,Maranchery,Malappuram,Grama Panchayat,22,10,11,0,1,12,UDF,No Majority
G10098,Nannamukku,Malappuram,Grama Panchayat,19,6,11,1,1,10,UDF,UDF
G10099,Perumbadappu,Malappuram,Grama Panchayat,19,6,12,0,1,10,UDF,UDF
G10100,Veliyancode,Malappuram,Grama Panchayat,21,11,10,0,0,11,LDF,LDF
G11001,Azhiyur,Kozhikkode,Grama Panchayat,20,7,7,2,4,11,TIE,TIE
G11002,Chorode,Kozhikkode,Grama Panchayat,23,13,6,1,3,12,LDF,LDF
G11003,Eramala,Kozhikkode,Grama Panchayat,21,8,7,0,6,11,LDF,No Majority
G11004,Onchiyam,Kozhikkode,Grama Panchayat,19,7,5,0,7,10,TIE,TIE
G11005,Chekkiad,Kozhikkode,Grama Panchayat,17,1,15,0,1,9,UDF,UDF
G11006,Purameri,Kozhikkode,Grama Panchayat,19,7,12,0,0,10,UDF,UDF
G11007,Thuneri,Kozhikkode,Grama Panchayat,17,5,12,0,0,9,UDF,UDF
G11008,Valayam,Kozhikkode,Grama Panchayat,15,11,4,0,0,8,LDF,LDF
G11009,Vanimel,Kozhikkode,Grama Panchayat,18,9,8,0,1,10,LDF,No Majority
G11010,Edacheri,Kozhikkode,Grama Panchayat,18,14,4,0,0,10,LDF,LDF
G11011,Nadapuram,Kozhikkode,Grama Panchayat,24,5,17,0,2,13,UDF,UDF
G11012,Kunnummal,Kozhikkode,Grama Panchayat,15,9,6,0,0,8,LDF,LDF
G11013,Velom,Kozhikkode,Grama Panchayat,18,4,13,0,1,10,UDF,UDF
G11014,Kayakkodi,Kozhikkode,Grama Panchayat,17,8,9,0,0,9,UDF,UDF
G11015,Kavilumpara,Kozhikkode,Grama Panchayat,17,10,7,0,0,9,LDF,LDF
G11016,Kuttiady,Kozhikkode,Grama Panchayat,15,8,7,0,0,8,LDF,LDF
G11017,Maruthonkara,Kozhikkode,Grama Panchayat,15,9,5,0,1,8,LDF,LDF
G11018,Naripatta,Kozhikkode,Grama Panchayat,18,12,5,0,1,10,LDF,LDF
G11019,Ayancheri,Kozhikkode,Grama Panchayat,18,6,12,0,0,10,UDF,UDF
G11020,Villiappally,Kozhikkode,Grama Panchayat,21,12,9,0,0,11,LDF,LDF
G11021,Maniyur,Kozhikkode,Grama Panchayat,23,11,10,0,2,12,LDF,No Majority
G11022,Thiruvallur,Kozhikkode,Grama Panchayat,22,11,11,0,0,12,TIE,TIE
G11023,Thurayur,Kozhikkode,Grama Panchayat,14,5,9,0,0,8,UDF,UDF
G11024,Keezhariyur,Kozhikkode,Grama Panchayat,14,9,5,0,0,8,LDF,LDF
G11025,Thikkodi,Kozhikkode,Grama Panchayat,18,5,12,0,1,10,UDF,UDF
G11027,Meppayur,Kozhikkode,Grama Panchayat,19,13,6,0,0,10,LDF,LDF
G11028,Cheruvannur,Kozhikkode,Grama Panchayat,17,5,12,0,0,9,UDF,UDF
G11029,Nochad,Kozhikkode,Grama Panchayat,18,12,6,0,0,10,LDF,LDF
G11030,Changaroth,Kozhikkode,Grama Panchayat,20,1,17,0,2,11,UDF,UDF
G11031,Kayanna,Kozhikkode,Grama Panchayat,14,10,3,0,1,8,LDF,LDF
G11032,Koothali,Kozhikkode,Grama Panchayat,14,2,10,0,2,8,UDF,UDF
G11033,Perambra,Kozhikkode,Grama Panchayat,21,8,10,1,2,11,UDF,No Majority
G11034,Chakkittappara,Kozhikkode,Grama Panchayat,16,7,9,0,0,9,UDF,UDF
G11035,Balussery,Kozhikkode,Grama Panchayat,18,7,7,2,2,10,TIE,TIE
G11036,Naduvannur,Kozhikkode,Grama Panchayat,18,7,10,0,1,10,UDF,UDF
G11037,Kottur,Kozhikkode,Grama Panchayat,20,10,7,0,3,11,LDF,No Majority
G11038,Ulliyeri,Kozhikkode,Grama Panchayat,21,15,6,0,0,11,LDF,LDF
G11039,Unnikulam,Kozhikkode,Grama Panchayat,24,9,13,2,0,13,UDF,UDF
G11040,Panangad,Kozhikkode,Grama Panchayat,21,13,8,0,0,11,LDF,LDF
G11041,Koorachundu,Kozhikkode,Grama Panchayat,14,4,9,0,1,8,UDF,UDF
G11042,Chemanchery,Kozhikkode,Grama Panchayat,21,9,10,1,1,11,UDF,No Majority
G11043,Arikkulam,Kozhikkode,Grama Panchayat,15,8,5,0,2,8,LDF,LDF
G11044,Moodadi,Kozhikkode,Grama Panchayat,20,10,9,0,1,11,LDF,No Majority
G11045,Chengottukave,Kozhikkode,Grama Panchayat,18,5,9,4,0,10,UDF,No Majority
G11046,Atholi,Kozhikkode,Grama Panchayat,19,12,6,0,1,10,LDF,LDF
G11047,Kakkodi,Kozhikkode,Grama Panchayat,24,17,6,0,1,13,LDF,LDF
G11048,Chelannur,Kozhikkode,Grama Panchayat,24,12,11,0,1,13,LDF,No Majority
G11049,Kakkur,Kozhikkode,Grama Panchayat,17,5,10,1,1,9,UDF,UDF
G11050,Nanmanda,Kozhikkode,Grama Panchayat,18,8,8,2,0,10,TIE,TIE
G11051,Narikkuni,Kozhikkode,Grama Panchayat,17,2,13,0,2,9,UDF,UDF
G11052,Thalakkulathur,Kozhikkode,Grama Panchayat,19,7,12,0,0,10,UDF,UDF
G11053,Thiruvambady,Kozhikkode,Grama Panchayat,19,8,9,0,2,10,UDF,No Majority
G11054,Koodaranhi,Kozhikkode,Grama Panchayat,15,6,8,0,1,8,UDF,UDF
G11055,Kizhakkoth,Kozhikkode,Grama Panchayat,20,1,14,0,5,11,UDF,UDF
G11056,Madavoor,Kozhikkode,Grama Panchayat,19,5,13,0,1,10,UDF,UDF
G11058,Puthuppadi,Kozhikkode,Grama Panchayat,24,2,19,0,3,13,UDF,UDF
G11059,Thamarassery,Kozhikkode,Grama Panchayat,22,4,16,0,2,12,UDF,UDF
G11060,Omasery,Kozhikkode,Grama Panchayat,22,5,16,0,1,12,UDF,UDF
G11061,Kattippara,Kozhikkode,Grama Panchayat,17,8,9,0,0,9,UDF,UDF
G11062,Kodenchery,Kozhikkode,Grama Panchayat,21,3,18,0,0,11,UDF,UDF
G11063,Kodiyathur,Kozhikkode,Grama Panchayat,19,4,11,0,4,10,UDF,UDF
G11064,Kuruvattur,Kozhikkode,Grama Panchayat,21,9,10,1,1,11,UDF,No Majority
G11065,Mavoor,Kozhikkode,Grama Panchayat,19,5,10,0,4,10,UDF,UDF
G11066,Karasseri,Kozhikkode,Grama Panchayat,20,11,6,0,3,11,LDF,LDF
G11067,Kunnamangalam,Kozhikkode,Grama Panchayat,24,5,16,2,1,13,UDF,UDF
G11068,Chathamangalam,Kozhikkode,Grama Panchayat,24,8,10,2,4,13,UDF,No Majority
G11070,Peruvayal,Kozhikkode,Grama Panchayat,24,9,12,0,3,13,UDF,No Majority
G11071,Perumanna,Kozhikkode,Grama Panchayat,22,7,14,0,1,12,UDF,UDF
G11072,Kadalundi,Kozhikkode,Grama Panchayat,24,13,9,1,1,13,LDF,LDF
G11075,Olavanna,Kozhikkode,Grama Panchayat,24,15,8,1,0,13,LDF,LDF
G12002,Vellamunda,Wayanad,Grama Panchayat,24,7,16,0,1,13,UDF,UDF
G12003,Thirunelly,Wayanad,Grama Panchayat,19,15,2,1,1,10,LDF,LDF
G12004,Thondernadu,Wayanad,Grama Panchayat,17,3,13,1,0,9,UDF,UDF
G12005,Edavaka,Wayanad,Grama Panchayat,21,6,15,0,0,11,UDF,UDF
G12006,Thavinhal,Wayanad,Grama Panchayat,23,8,15,0,0,12,UDF,UDF
G12008,Noolpuzha,Wayanad,Grama Panchayat,19,7,10,2,0,10,UDF,UDF
G12009,Nenmeni,Wayanad,Grama Panchayat,24,10,12,1,1,13,UDF,No Majority
G12010,Ambalavayal,Wayanad,Grama Panchayat,22,5,16,1,0,12,UDF,UDF
G12011,Meenangadi,Wayanad,Grama Panchayat,21,12,7,0,2,11,LDF,LDF
G12012,Vengappally,Wayanad,Grama Panchayat,14,3,9,1,1,8,UDF,UDF
