lsgi_code_ward_number,sec_kerala_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
G10088_21,G10088,Thriprangode,21,Alathiyur,Fabi Mol,Malappuram,Grama Panchayat,IUML,UDF,776,2025
G10088_22,G10088,Thriprangode,22,Parapperi,Nisha Kumari,Malappuram,Grama Panchayat,CPI(M),LDF,558,2025
G10088_23,G10088,Thriprangode,23,Alathiyur East,Salini,Malappuram,Grama Panchayat,CPI(M),LDF,563,2025
G10088_24,G10088,Thriprangode,24,Malayambadi,Sarada,Malappuram,Grama Panchayat,CPI(M),LDF,629,2025
G10025_1,G10025,Thuvvur,1,Pallipparambu,Muhammed Anees (Vappu),Malappuram,Grama Panchayat,IND,OTH,544,2025
G10025_2,G10025,Thuvvur,2,Arikuzhi,Preetha,Malappuram,Grama Panchayat,INC,UDF,653,2025
G10025_3,G10025,Thuvvur,3,Palakkalvetta,Jaseena Akkarammal,Malappuram,Grama Panchayat,IUML,UDF,621,2025
G10025_4,G10025,Thuvvur,4,Aamapoyil,Abdul Nasar,Malappuram,Grama Panchayat,IUML,UDF,570,2025
G10025_5,G10025,Thuvvur,5,Nariyakkampoyil,Gireesh K P,Malappuram,Grama Panchayat,INC,UDF,777,2025
G10025_6,G10025,Thuvvur,6,Neelancheri,Sainaba Itteppadan,Malappuram,Grama Panchayat,CPI(M),LDF,597,2025
G10025_7,G10025,Thuvvur,7,Oothalakkunnu,Rinsha Baby,Malappuram,Grama Panchayat,CPI(M),LDF,617,2025
G10025_8,G10025,Thuvvur,8,Kilikunnu,Ummu Salma,Malappuram,Grama Panchayat,IUML,UDF,679,2025
G10025_9,G10025,Thuvvur,9,Tharipramunda,Rajani Chakkingal,Malappuram,Grama Panchayat,CPI(M),LDF,612,2025
G10025_10,G10025,Thuvvur,10,Kakkara,Muhammed Ashik,Malappuram,Grama Panchayat,IUML,UDF,558,2025
G10025_11,G10025,Thuvvur,11,Mampuzha,Haris Kunnath,Malappuram,Grama Panchayat,IUML,UDF,597,2025
G10025_12,G10025,Thuvvur,12,Padumunda,Jaseena Teacher,Malappuram,Grama Panchayat,IUML,UDF,493,2025
G10025_13,G10025,Thuvvur,13,Akkarappuram,Mujeebu Rahiman,Malappuram,Grama Panchayat,IUML,UDF,637,2025
G10025_14,G10025,Thuvvur,14,Mathoth,Mohammedali,Malappuram,Grama Panchayat,IUML,UDF,481,2025
G10025_15,G10025,Thuvvur,15,Thekkumpuram,Shihabudheen,Malappuram,Grama Panchayat,IND,OTH,567,2025
G10025_16,G10025,Thuvvur,16,Maruthath,Nushathunnisa Paravetti,Malappuram,Grama Panchayat,IND,OTH,643,2025
G10025_17,G10025,Thuvvur,17,Tuvvur,K V Suresh Babu,Malappuram,Grama Panchayat,INC,UDF,480,2025
G10025_18,G10025,Thuvvur,18,Payipullu,Reshma Rajan,Malappuram,Grama Panchayat,CPI(M),LDF,722,2025
G10025_19,G10025,Thuvvur,19,Akkarakkulam,Nirmala,Malappuram,Grama Panchayat,INC,UDF,744,2025
G10030_1,G10030,Urangattiri,1,Chundathumpoyil,Tessy,Malappuram,Grama Panchayat,INC,UDF,278,2025
G10030_2,G10030,Urangattiri,2,Odakkayam,Divya N,Malappuram,Grama Panchayat,KC(M),LDF,465,2025
G10030_3,G10030,Urangattiri,3,Vettilappara,Shaiju Vellapuzha,Malappuram,Grama Panchayat,INC,UDF,706,2025
G10030_4,G10030,Urangattiri,4,Thachamparamba,Shifana Noushad K P,Malappuram,Grama Panchayat,IUML,UDF,768,2025
G10030_5,G10030,Urangattiri,5,Vezhakkode,Sruthi Pramod,Malappuram,Grama Panchayat,INC,UDF,577,2025
G10030_6,G10030,Urangattiri,6,Poovathikkal,Saniyya Davood,Malappuram,Grama Panchayat,IUML,UDF,687,2025
G10030_7,G10030,Urangattiri,7,Kurikkalampad,Sreeja Ganesan,Malappuram,Grama Panchayat,IND,OTH,551,2025
G10030_8,G10030,Urangattiri,8,Thencheeri,Sourav Padikkallan,Malappuram,Grama Panchayat,IUML,UDF,746,2025
G10030_9,G10030,Urangattiri,9,Pavanna,Ubaidulla (K K Kunjani),Malappuram,Grama Panchayat,RMPI,OTH,665,2025
G10030_10,G10030,Urangattiri,10,Kuthuparamba,K Pradeep,Malappuram,Grama Panchayat,IND,OTH,743,2025
G10030_11,G10030,Urangattiri,11,Thachanna,Abdul Haneefa,Malappuram,Grama Panchayat,INC,UDF,838,2025
G10030_12,G10030,Urangattiri,12,Kunduvazhi,K Anoob,Malappuram,Grama Panchayat,INC,UDF,658,2025
G10030_13,G10030,Urangattiri,13,Maithra,Ali Hassan K,Malappuram,Grama Panchayat,IUML,UDF,825,2025
G10030_14,G10030,Urangattiri,14,Chelakkode,Soumya Pannikkodan,Malappuram,Grama Panchayat,CPI(M),LDF,465,2025
G10030_15,G10030,Urangattiri,15,Moorkanad,Naheem,Malappuram,Grama Panchayat,IUML,UDF,711,2025
G10030_16,G10030,Urangattiri,16,Thekkummuri,Jisha C,Malappuram,Grama Panchayat,IUML,UDF,724,2025
G10030_17,G10030,Urangattiri,17,Kallarattikkal,Saifudheen Kannanari,Malappuram,Grama Panchayat,INC,UDF,552,2025
G10030_18,G10030,Urangattiri,18,Therattammal,Anwar T P,Malappuram,Grama Panchayat,CPI(M),LDF,668,2025
G10030_19,G10030,Urangattiri,19,East Vadakkummuri,Geetha Sundaran,Malappuram,Grama Panchayat,CPI(M),LDF,833,2025
G10030_20,G10030,Urangattiri,20,Vadakkummuri,Subaida,Malappuram,Grama Panchayat,INC,UDF,855,2025
G10030_21,G10030,Urangattiri,21,Kalappara,Lisna Sabik,Malappuram,Grama Panchayat,CPI(M),LDF,599,2025
G10030_22,G10030,Urangattiri,22,Kinaradappan,Sajeer Methalayil,Malappuram,Grama Panchayat,IUML,UDF,810,2025
G10030_23,G10030,Urangattiri,23,Edakkattuparamba,Asharaj P,Malappuram,Grama Panchayat,IND,OTH,473,2025
G10030_24,G10030,Urangattiri,24,Panampilavu,Deepthi Bose,Malappuram,Grama Panchayat,INC,UDF,538,2025
G10070_1,G10070,Valavannur,1,Nerala,P C Kabeerbabu,Malappuram,Grama Panchayat,CPI(M),LDF,649,2025
G10070_2,G10070,Valavannur,2,Mayyerichira,Musthafa A P,Malappuram,Grama Panchayat,IUML,UDF,981,2025
G10070_3,G10070,Valavannur,3,Valavannur,Abdul Vahab,Malappuram,Grama Panchayat,IND,OTH,554,2025
G10070_4,G10070,Valavannur,4,Kadungathukundu,Safiya,Malappuram,Grama Panchayat,IUML,UDF,495,2025
G10070_5,G10070,Valavannur,5,Parammalangadi,Mohamed Iqbal,Malappuram,Grama Panchayat,INC,UDF,720,2025
G10070_6,G10070,Valavannur,6,Kadungaloor,Muhammedshareef,Malappuram,Grama Panchayat,IUML,UDF,788,2025
G10070_7,G10070,Valavannur,7,Thuvvakkad,Salfath M,Malappuram,Grama Panchayat,INC,UDF,699,2025
G10070_8,G10070,Valavannur,8,Kurungad,Shahana,Malappuram,Grama Panchayat,CPI(M),LDF,526,2025
G10070_9,G10070,Valavannur,9,Parakkallu,Shamsudheen,Malappuram,Grama Panchayat,IUML,UDF,694,2025
G10070_10,G10070,Valavannur,10,Medippara,Rasheeda C,Malappuram,Grama Panchayat,IND,OTH,552,2025
G10070_11,G10070,Valavannur,11,Kanmanam South,Fausiya,Malappuram,Grama Panchayat,IUML,UDF,442,2025
G10070_12,G10070,Valavannur,12,Alloor,Muhammath Shafi,Malappuram,Grama Panchayat,IUML,UDF,588,2025
G10070_13,G10070,Valavannur,13,Chungathapala,Nefeessu,Malappuram,Grama Panchayat,IUML,UDF,726,2025
G10070_14,G10070,Valavannur,14,Pothannoor,Ajmal K,Malappuram,Grama Panchayat,IUML,UDF,716,2025
G10070_15,G10070,Valavannur,15,Varanakkara,Subrahmanian,Malappuram,Grama Panchayat,IUML,UDF,775,2025
G10070_16,G10070,Valavannur,16,Nellaparamb,Fathima,Malappuram,Grama Panchayat,INC,UDF,501,2025
G10070_17,G10070,Valavannur,17,Ottukarappuram,Sulfath,Malappuram,Grama Panchayat,IUML,UDF,679,2025
G10070_18,G10070,Valavannur,18,Cheravannur,Sabira K,Malappuram,Grama Panchayat,CPI(M),LDF,595,2025
G10070_19,G10070,Valavannur,19,Kurukkol,Shereefa,Malappuram,Grama Panchayat,IUML,UDF,523,2025
G10070_20,G10070,Valavannur,20,Varambanala,Sharafudeen,Malappuram,Grama Panchayat,IUML,UDF,755,2025
G10070_21,G10070,Valavannur,21,Parakoodu,Ramlath,Malappuram,Grama Panchayat,CPI(M),LDF,745,2025
G10084_1,G10084,Vallikkunnu,1,Kadalundi Nagaram,Kunjeevi,Malappuram,Grama Panchayat,IUML,UDF,894,2025
G10084_2,G10084,Vallikkunnu,2,Navajeevan,Ajaylal,Malappuram,Grama Panchayat,CPI(M),LDF,705,2025
G10084_3,G10084,Vallikkunnu,3,Keezhayil,Fathima P V,Malappuram,Grama Panchayat,IUML,UDF,812,2025
G10084_4,G10084,Vallikkunnu,4,Balathiruthy,Abdul  Azeez Arimbrathodi,Malappuram,Grama Panchayat,INC,UDF,789,2025
G10084_5,G10084,Vallikkunnu,5,Anayarangadi,Sheela Teacher,Malappuram,Grama Panchayat,CPI(M),LDF,533,2025
G10084_6,G10084,Vallikkunnu,6,Kizhakkemala,Kanakesh,Malappuram,Grama Panchayat,CPI(M),LDF,632,2025
G10084_7,G10084,Vallikkunnu,7,Olipram,Konath  Viby,Malappuram,Grama Panchayat,IND,OTH,623,2025
G10084_8,G10084,Vallikkunnu,8,Mundiyankavu Parambu,Asya,Malappuram,Grama Panchayat,CPI(M),LDF,718,2025
G10084_9,G10084,Vallikkunnu,9,Madathil Purayi,Muneera Afsal,Malappuram,Grama Panchayat,INC,UDF,589,2025
G10084_10,G10084,Vallikkunnu,10,Athanikkal,Shereena A K,Malappuram,Grama Panchayat,IUML,UDF,805,2025
G10084_11,G10084,Vallikkunnu,11,Kacherikunnu,Bindhu Vinod,Malappuram,Grama Panchayat,CPI(M),LDF,653,2025
G10084_12,G10084,Vallikkunnu,12,Chalippadam,Krishna Kumar Tharol,Malappuram,Grama Panchayat,INC,UDF,710,2025
G10084_13,G10084,Vallikkunnu,13,Karumarakkad,Bindhu Puzhakkal,Malappuram,Grama Panchayat,CPI(M),LDF,664,2025
G10084_14,G10084,Vallikkunnu,14,Mathappuzha,Shanmughan (Kanakan),Malappuram,Grama Panchayat,INC,UDF,692,2025
G10084_15,G10084,Vallikkunnu,15,Mannattampara,Pushpa Moonnuchirayil,Malappuram,Grama Panchayat,IUML,UDF,538,2025
G10084_16,G10084,Vallikkunnu,16,Kodakkad,Jusaila Kolakkal,Malappuram,Grama Panchayat,IUML,UDF,814,2025
G10084_17,G10084,Vallikkunnu,17,Alinchuvadu,Seheera Rafeeq,Malappuram,Grama Panchayat,IUML,UDF,799,2025
G10084_18,G10084,Vallikkunnu,18,Kongam Bazar,Muhammed Ali  Irshad,Malappuram,Grama Panchayat,IUML,UDF,693,2025
G10084_19,G10084,Vallikkunnu,19,Madavanandam,T K Vasu,Malappuram,Grama Panchayat,BJP,NDA,739,2025
G10084_20,G10084,Vallikkunnu,20,Tharakkal Kulam,Abid I P,Malappuram,Grama Panchayat,IND,OTH,621,2025
G10084_21,G10084,Vallikkunnu,21,Ariyallur Beach,Karthikeyan,Malappuram,Grama Panchayat,IND,OTH,638,2025
G10084_22,G10084,Vallikkunnu,22,Railway Station,E K Vikraman,Malappuram,Grama Panchayat,CPI(M),LDF,632,2025
G10084_23,G10084,Vallikkunnu,23,Anangadi South,Najeeb Bappu,Malappuram,Grama Panchayat,IND,OTH,826,2025
G10084_24,G10084,Vallikkunnu,24,Anangadi,Shareefa E K,Malappuram,Grama Panchayat,IUML,UDF,1120,2025
G10093_1,G10093,Vattamkulam,1,Manoor,Shajimol,Malappuram,Grama Panchayat,IUML,UDF,644,2025
G10093_2,G10093,Vattamkulam,2,Kadungamkunnu,Ummer Palakkal,Malappuram,Grama Panchayat,IUML,UDF,642,2025
G10093_3,G10093,Vattamkulam,3,Arekavu,Musthafa,Malappuram,Grama Panchayat,IUML,UDF,689,2025
G10093_4,G10093,Vattamkulam,4,Chekanoor,Jafar Sadikh,Malappuram,Grama Panchayat,IUML,UDF,654,2025
G10093_5,G10093,Vattamkulam,5,Pottoor,Jithesh,Malappuram,Grama Panchayat,CPI(M),LDF,475,2025
G10093_6,G10093,Vattamkulam,6,Kanthaloor,Anitha,Malappuram,Grama Panchayat,CPI(M),LDF,660,2025
G10093_7,G10093,Vattamkulam,7,Kuttipala,Sunil,Malappuram,Grama Panchayat,INC,UDF,606,2025
G10093_8,G10093,Vattamkulam,8,Cholakunnu,Najeeb,Malappuram,Grama Panchayat,INC,UDF,461,2025
G10093_9,G10093,Vattamkulam,9,Puramundekkad,Shemeena,Malappuram,Grama Panchayat,IUML,UDF,490,2025
G10093_10,G10093,Vattamkulam,10,Nellissery,Mubashira M V,Malappuram,Grama Panchayat,IUML,UDF,514,2025
G10093_11,G10093,Vattamkulam,11,Naduvattam,Kuttan,Malappuram,Grama Panchayat,IUML,UDF,540,2025
G10093_12,G10093,Vattamkulam,12,Kaladithara,Geetha,Malappuram,Grama Panchayat,CPI(M),LDF,610,2025
G10093_13,G10093,Vattamkulam,13,Thannikkunnu,Abdul Majeed,Malappuram,Grama Panchayat,IND,OTH,546,2025
G10093_14,G10093,Vattamkulam,14,Sukapuram,Chandrabose,Malappuram,Grama Panchayat,INC,UDF,404,2025
G10093_15,G10093,Vattamkulam,15,Edappal Chunkam,Satheedevi,Malappuram,Grama Panchayat,IND,OTH,589,2025
G10093_16,G10093,Vattamkulam,16,Udinikkara,Subitha A S,Malappuram,Grama Panchayat,IND,OTH,446,2025
G10093_17,G10093,Vattamkulam,17,Vattamkulam,Sunitha,Malappuram,Grama Panchayat,CPI(M),LDF,565,2025
G10093_18,G10093,Vattamkulam,18,Thykkadu,Sini,Malappuram,Grama Panchayat,INC,UDF,597,2025
G10093_19,G10093,Vattamkulam,19,Vellarambu,Pravija,Malappuram,Grama Panchayat,CPI(M),LDF,537,2025
G10093_20,G10093,Vattamkulam,20,Muthur,Ahammadkutti,Malappuram,Grama Panchayat,IUML,UDF,486,2025
G10093_21,G10093,Vattamkulam,21,Eruvapra,Sumathi,Malappuram,Grama Panchayat,INC,UDF,637,2025
G10093_22,G10093,Vattamkulam,22,Thirumaniyoor,Stanlin,Malappuram,Grama Panchayat,CPI(M),LDF,523,2025
G10011_1,G10011,Vazhakkad,1,Akkode,Mymoona Krimbanakkuzhi,Malappuram,Grama Panchayat,IND,OTH,720,2025
G10011_2,G10011,Vazhakkad,2,Oorkkadavu,Mumthas Beegam,Malappuram,Grama Panchayat,IUML,UDF,713,2025
G10011_3,G10011,Vazhakkad,3,Mundumuzhi,K.M Jameela Teacher,Malappuram,Grama Panchayat,IUML,UDF,916,2025
G10011_4,G10011,Vazhakkad,4,Cheruvattoor,Basheer Srambiyekkal,Malappuram,Grama Panchayat,IND,OTH,548,2025
G10011_5,G10011,Vazhakkad,5,Vazhakkad,Musthafa Vazhakkad,Malappuram,Grama Panchayat,INC,UDF,492,2025
G10011_6,G10011,Vazhakkad,6,Valillapuzha,K. V. Mohammed,Malappuram,Grama Panchayat,IUML,UDF,745,2025
G10011_7,G10011,Vazhakkad,7,Elamaram,Adv. M.K Naushad,Malappuram,Grama Panchayat,IUML,UDF,676,2025
G10011_8,G10011,Vazhakkad,8,Mapram,K. C. Muthukoya Thangal,Malappuram,Grama Panchayat,IUML,UDF,927,2025
G10011_9,G10011,Vazhakkad,9,Vettathoor,Abdul Kareem Palliyali,Malappuram,Grama Panchayat,IUML,UDF,797,2025
G10011_10,G10011,Vazhakkad,10,Chaliyapram,Bhaskaran Master,Malappuram,Grama Panchayat,CPI(M),LDF,623,2025
G10011_11,G10011,Vazhakkad,11,Edavannappara,Muneer Puliyekkal,Malappuram,Grama Panchayat,IUML,UDF,706,2025
G10011_12,G10011,Vazhakkad,12,Cheedikuzhi,Sajitha Rajesh,Malappuram,Grama Panchayat,INC,UDF,691,2025
G10011_13,G10011,Vazhakkad,13,Panikkarappuraya,Arifa Kandamthodi,Malappuram,Grama Panchayat,IUML,UDF,693,2025
G10011_14,G10011,Vazhakkad,14,Vattappara,Hafsa Teacher Vattappara,Malappuram,Grama Panchayat,IND,OTH,690,2025
G10011_15,G10011,Vazhakkad,15,Cheruvayoor,Pushpa M,Malappuram,Grama Panchayat,INC,UDF,468,2025
G10011_16,G10011,Vazhakkad,16,Elamkuzhi,Shubil Mayippayil,Malappuram,Grama Panchayat,IUML,UDF,537,2025
G10011_17,G10011,Vazhakkad,17,Kannathumpara,Suhara,Malappuram,Grama Panchayat,IND,OTH,559,2025
G10011_18,G10011,Vazhakkad,18,Cheenibazar,Leela Radhakrishnan,Malappuram,Grama Panchayat,INC,UDF,665,2025
G10011_19,G10011,Vazhakkad,19,Noonhikkara,Chithra Mannarott,Malappuram,Grama Panchayat,IND,OTH,653,2025
G10011_20,G10011,Vazhakkad,20,Maniyottumoola,Naseera Fasil,Malappuram,Grama Panchayat,IUML,UDF,691,2025
G10011_21,G10011,Vazhakkad,21,Ananthayoor,Narayanan Meenangott,Malappuram,Grama Panchayat,INC,UDF,615,2025
G10011_22,G10011,Vazhakkad,22,Choorappatta,Abdul Ashraf Cheniyath,Malappuram,Grama Panchayat,IUML,UDF,749,2025
G10010_1,G10010,Vazhayur,1,Andikkadan Kuzhi,Majeed Chonadathil,Malappuram,Grama Panchayat,IUML,UDF,479,2025
G10010_2,G10010,Vazhayur,2,Azhinhilam,Abdul  Rahim. K.P,Malappuram,Grama Panchayat,IUML,UDF,720,2025
G10010_3,G10010,Vazhayur,3,Karad,N. Jayan,Malappuram,Grama Panchayat,CPI(M),LDF,543,2025
G10010_4,G10010,Vazhayur,4,Charalodi,V.P. Bhaskaran,Malappuram,Grama Panchayat,CPI(M),LDF,525,2025
G10010_5,G10010,Vazhayur,5,Virippadam,Unnipperavan,Malappuram,Grama Panchayat,IND,OTH,558,2025
G10010_6,G10010,Vazhayur,6,Ponnempadam,Babitha.P,Malappuram,Grama Panchayat,INC,UDF,558,2025
G10010_7,G10010,Vazhayur,7,Thiruthiyad,T.C. Murshid,Malappuram,Grama Panchayat,IUML,UDF,769,2025
G10010_8,G10010,Vazhayur,8,Punchappadam,Binisha. O,Malappuram,Grama Panchayat,CPI(M),LDF,704,2025
G10010_9,G10010,Vazhayur,9,Mundakasheri,Thayyilthodi Basheer,Malappuram,Grama Panchayat,INC,UDF,619,2025
G10010_10,G10010,Vazhayur,10,Vazhayoor,P.P. Sulaiman,Malappuram,Grama Panchayat,IND,OTH,644,2025
G10010_11,G10010,Vazhayur,11,Alungal,Abdulla (Bava),Malappuram,Grama Panchayat,IND,OTH,644,2025
G10010_12,G10010,Vazhayur,12,Kakkove,Sajina. M.K,Malappuram,Grama Panchayat,IND,OTH,646,2025
G10010_13,G10010,Vazhayur,13,Kottupadam,Sainudheen. P.V,Malappuram,Grama Panchayat,IUML,UDF,707,2025
G10010_14,G10010,Vazhayur,14,East  Karad,R.S. Ameenakumari Teacher,Malappuram,Grama Panchayat,CPI(M),LDF,448,2025
G10010_15,G10010,Vazhayur,15,East Puthukode,Malil Smrithi,Malappuram,Grama Panchayat,CPI(M),LDF,455,2025
G10010_16,G10010,Vazhayur,16,Puthukode,Vidya Jeneesh,Malappuram,Grama Panchayat,CPI(M),LDF,467,2025
G10010_17,G10010,Vazhayur,17,Areekkunnu,Preethi Radhakrishnan,Malappuram,Grama Panchayat,CPI(M),LDF,483,2025
G10010_18,G10010,Vazhayur,18,Kuthirattuparamb,Thulasi,Malappuram,Grama Panchayat,CPI(M),LDF,382,2025
G10010_19,G10010,Vazhayur,19,Parammal,P. Prabha,Malappuram,Grama Panchayat,CPI(M),LDF,614,2025
G10010_20,G10010,Vazhayur,20,Kaliparamb,Vimala Parakkandathil,Malappuram,Grama Panchayat,CPI(M),LDF,324,2025
G10001_1,G10001,Vazhikkadavu,1,Thannikkadavu,Ahammed Kutty,Malappuram,Grama Panchayat,IND,OTH,644,2025
G10001_2,G10001,Vazhikkadavu,2,Madhalappara,Rubeena,Malappuram,Grama Panchayat,IUML,UDF,801,2025
G10001_3,G10001,Vazhikkadavu,3,Vendekkumpotti,Babu Raj,Malappuram,Grama Panchayat,CPI(M),LDF,533,2025
G10001_4,G10001,Vazhikkadavu,4,Marutha Vengappadam,Sakeena,Malappuram,Grama Panchayat,INC,UDF,718,2025
G10001_5,G10001,Vazhikkadavu,5,Mamankara,Ramlath,Malappuram,Grama Panchayat,IUML,UDF,792,2025
G10001_6,G10001,Vazhikkadavu,6,Kambalakkallu,Ummuhabeeba,Malappuram,Grama Panchayat,CPI(M),LDF,687,2025
G10001_7,G10001,Vazhikkadavu,7,Vallikkadu,Fousiya,Malappuram,Grama Panchayat,IUML,UDF,610,2025
G10001_8,G10001,Vazhikkadavu,8,Manalppadam,Fousiya K C,Malappuram,Grama Panchayat,IUML,UDF,742,2025
G10001_9,G10001,Vazhikkadavu,9,Karakkode,Abbas,Malappuram,Grama Panchayat,INC,UDF,688,2025
G10001_10,G10001,Vazhikkadavu,10,Vellakkatta,Aleema P,Malappuram,Grama Panchayat,INC,UDF,585,2025
G10001_11,G10001,Vazhikkadavu,11,Vazhikkadavu,Gopinathan,Malappuram,Grama Panchayat,INC,UDF,599,2025
G10001_12,G10001,Vazhikkadavu,12,Poovathipoyil,Mujeeb Rahman,Malappuram,Grama Panchayat,IUML,UDF,740,2025
G10001_13,G10001,Vazhikkadavu,13,Panchayathangadi,Mohammed,Malappuram,Grama Panchayat,IND,OTH,614,2025
G10001_14,G10001,Vazhikkadavu,14,Alappoyil,Bindu Velayudhan,Malappuram,Grama Panchayat,IUML,UDF,812,2025
G10001_15,G10001,Vazhikkadavu,15,Manimooly,Saji Mathew,Malappuram,Grama Panchayat,INC,UDF,751,2025
G10001_16,G10001,Vazhikkadavu,16,Palad,Abdul Rahim,Malappuram,Grama Panchayat,INC,UDF,766,2025
G10001_17,G10001,Vazhikkadavu,17,Munda,Silvi,Malappuram,Grama Panchayat,IND,OTH,674,2025
G10001_18,G10001,Vazhikkadavu,18,Modapoyka,Binupol,Malappuram,Grama Panchayat,CPI(M),LDF,436,2025
G10001_19,G10001,Vazhikkadavu,19,Shankunnipotty,Usha,Malappuram,Grama Panchayat,INC,UDF,522,2025
G10001_20,G10001,Vazhikkadavu,20,Varakkulam,Sasi,Malappuram,Grama Panchayat,CPI(M),LDF,540,2025
G10001_21,G10001,Vazhikkadavu,21,Narivalamunda,Varghese,Malappuram,Grama Panchayat,INC,UDF,624,2025
G10001_22,G10001,Vazhikkadavu,22,Narokkavu,Nadeera Hussain P,Malappuram,Grama Panchayat,IND,OTH,607,2025
G10001_23,G10001,Vazhikkadavu,23,Mekkorava,Pathumma,Malappuram,Grama Panchayat,IUML,UDF,737,2025
G10001_24,G10001,Vazhikkadavu,24,Kunnummalpotti,Aboobacker,Malappuram,Grama Panchayat,CPI(M),LDF,650,2025
G10100_1,G10100,Veliyancode,1,Ummarghasi,Raseena Ummer,Malappuram,Grama Panchayat,CPI(M),LDF,652,2025
G10100_2,G10100,Veliyancode,2,Pookaitha,Noufal Pookkaitha,Malappuram,Grama Panchayat,CPI(M),LDF,528,2025
G10100_3,G10100,Veliyancode,3,Veliyancode East,Sumitha Ratheesh,Malappuram,Grama Panchayat,INC,UDF,467,2025
G10100_4,G10100,Veliyancode,4,Pazhanji,Riyas Pazhanji,Malappuram,Grama Panchayat,CPI(M),LDF,532,2025
G10100_5,G10100,Veliyancode,5,Mulamukku,Mahesh,Malappuram,Grama Panchayat,CPI(M),LDF,539,2025
G10100_6,G10100,Veliyancode,6,Perumudisseri,Mani Thampath,Malappuram,Grama Panchayat,INC,UDF,430,2025
G10100_7,G10100,Veliyancode,7,Thazhathelpadi,Prabitha Satheesh,Malappuram,Grama Panchayat,INC,UDF,448,2025
G10100_8,G10100,Veliyancode,8,Puzhakkara,Aboobacker ( Backer Fasi),Malappuram,Grama Panchayat,CPI(M),LDF,549,2025
G10100_9,G10100,Veliyancode,9,Eramangalam East,Nishana Shareef,Malappuram,Grama Panchayat,CPI,LDF,443,2025
G10100_10,G10100,Veliyancode,10,Nakkola,Shihab (Binu Periyattel),Malappuram,Grama Panchayat,INC,UDF,496,2025
G10100_11,G10100,Veliyancode,11,Kalathilpadi,Shahul Hameed V K,Malappuram,Grama Panchayat,INC,UDF,544,2025
G10100_12,G10100,Veliyancode,12,Eramangalam West,Majeed Padiyodath,Malappuram,Grama Panchayat,INC,UDF,349,2025
G10100_13,G10100,Veliyancode,13,Arakkilamkunnu,Priya,Malappuram,Grama Panchayat,CPI(M),LDF,492,2025
G10100_14,G10100,Veliyancode,14,Kothamukku,Prabitha Pullooni,Malappuram,Grama Panchayat,CPI,LDF,511,2025
G10100_15,G10100,Veliyancode,15,Valakkaya,Abdu Salam Puthanveetil,Malappuram,Grama Panchayat,INC,UDF,513,2025
G10100_16,G10100,Veliyancode,16,Gramam,Princy Nellikkal,Malappuram,Grama Panchayat,CPI(M),LDF,635,2025
G10100_17,G10100,Veliyancode,17,Ayyottichira,Siddiq,Malappuram,Grama Panchayat,CPI(M),LDF,538,2025
G10100_18,G10100,Veliyancode,18,Thannithura,Babitha Noufal,Malappuram,Grama Panchayat,CPI(M),LDF,888,2025
G10100_19,G10100,Veliyancode,19,Veliyancode Town,Fousiya Vadakkeppurath,Malappuram,Grama Panchayat,IUML,UDF,551,2025
G10100_20,G10100,Veliyancode,20,Pathumuri,Rahmath,Malappuram,Grama Panchayat,IUML,UDF,694,2025
G10100_21,G10100,Veliyancode,21,Mattummal,Beeran Kutty Kizhakkethil,Malappuram,Grama Panchayat,IUML,UDF,556,2025
G10075_1,G10075,Vengara,1,Kolappuram East,Velayudhan,Malappuram,Grama Panchayat,INC,UDF,596,2025
G10075_2,G10075,Vengara,2,Kuttoor North,Muhsina,Malappuram,Grama Panchayat,IND,OTH,674,2025
G10075_3,G10075,Vengara,3,Poongudaya,Fasal,Malappuram,Grama Panchayat,IUML,UDF,919,2025
G10075_4,G10075,Vengara,4,Pakkadappuraya,Musthafa,Malappuram,Grama Panchayat,IUML,UDF,818,2025
G10075_5,G10075,Vengara,5,Balikkad,Fathima,Malappuram,Grama Panchayat,INC,UDF,613,2025
G10075_6,G10075,Vengara,6,Irukulam,Faseela,Malappuram,Grama Panchayat,IUML,UDF,630,2025
G10075_7,G10075,Vengara,7,Kannattipadi,Sumayya,Malappuram,Grama Panchayat,IUML,UDF,638,2025
G10075_8,G10075,Vengara,8,Gandhikunnu,Sajitha Changanessery,Malappuram,Grama Panchayat,IND,OTH,477,2025
G10075_9,G10075,Vengara,9,Vengara Town,Moideen,Malappuram,Grama Panchayat,INC,UDF,762,2025
G10075_10,G10075,Vengara,10,Nellipparamb,Jamshiya,Malappuram,Grama Panchayat,IUML,UDF,863,2025
G10075_11,G10075,Vengara,11,Areekulam,Abdul Majeed,Malappuram,Grama Panchayat,IUML,UDF,816,2025
G10075_12,G10075,Vengara,12,Saudi Nagar,Mymoona,Malappuram,Grama Panchayat,IUML,UDF,1012,2025
G10075_13,G10075,Vengara,13,Chenakkal,Mohammed Sadiq,Malappuram,Grama Panchayat,IUML,UDF,1384,2025
G10075_14,G10075,Vengara,14,Manjemmad,Mohamed Haneefa,Malappuram,Grama Panchayat,IUML,UDF,1107,2025
G10075_15,G10075,Vengara,15,Puthanangadi,Ummar,Malappuram,Grama Panchayat,INC,UDF,705,2025
G10075_16,G10075,Vengara,16,Muthalamad,Ahammed,Malappuram,Grama Panchayat,IUML,UDF,724,2025
